,Zm00001d028401,Zm00001d049179,Zm00001d035082,Zm00001d031463,Zm00001d039173,Zm00001d006010,Zm00001d033861,Zm00001d043589,Zm00001d040260,Zm00001d048201,Zm00001d024281,Zm00001d018024,Zm00001d018742,Zm00001d034112,Zm00001d033673,Zm00001d044228,Zm00001d028398,Zm00001d025944,Zm00001d048082,Zm00001d005454,Zm00001d015737,Zm00001d020620,Zm00001d020910,Zm00001d031913,Zm00001d039432,Zm00001d042217,Zm00001d018775
cell_6434,1,0,1,0,0,0,5,5,0,1,0,1,3,10,0,0,1,0,0,0,1,0,0,0,0,0,0
cell_6435,0,0,7,3,0,0,1,9,0,2,0,0,5,10,1,0,3,0,0,0,0,0,1,0,0,0,0
cell_6436,1,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
cell_6437,1,0,9,2,0,0,1,6,0,8,0,1,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6438,4,0,6,3,0,0,1,8,0,7,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6439,4,0,7,1,0,0,2,3,0,2,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6440,2,0,6,17,1,0,1,41,0,3,0,1,12,22,4,3,4,0,0,0,0,0,0,0,0,0,0
cell_6441,0,0,0,0,0,2,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0
cell_6442,5,0,12,1,1,0,3,1,0,1,0,0,1,5,1,0,0,0,0,0,8,0,0,0,0,0,0
cell_6443,1,0,0,0,2,0,1,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6444,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_6445,0,0,0,0,1,0,5,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
cell_6446,1,0,6,5,0,0,1,10,0,0,0,0,1,3,2,0,0,0,0,0,8,0,0,0,0,0,0
cell_6447,5,0,10,0,1,0,7,0,0,0,2,1,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0
cell_6448,0,0,0,3,1,0,0,11,3,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0
cell_6449,7,0,8,0,0,0,1,2,0,2,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
cell_6450,2,0,0,0,3,2,1,0,0,1,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_6451,0,0,0,9,3,0,3,3,0,0,14,1,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0
cell_6452,1,0,0,1,0,0,3,6,0,1,0,7,1,3,1,1,0,0,1,0,8,0,0,10,0,0,0
cell_6453,0,0,2,3,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
cell_6454,0,0,0,3,1,0,1,5,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0
cell_6455,7,0,0,1,2,0,1,0,0,1,0,1,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_6456,1,0,0,0,3,0,0,2,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0
cell_6457,6,0,0,0,1,0,0,1,0,1,0,9,0,1,7,0,0,0,0,0,2,0,0,8,0,0,0
cell_6458,0,0,0,3,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_6459,3,0,6,0,0,0,7,1,0,0,0,1,1,2,0,0,0,0,0,0,11,0,0,0,0,0,0
cell_6460,2,0,7,4,0,0,3,9,0,2,0,0,6,5,1,0,2,0,0,0,0,0,0,0,0,0,0
cell_6461,0,0,0,0,1,1,2,1,0,0,0,0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0
cell_6462,2,0,1,0,0,0,5,2,0,0,0,0,2,5,0,0,0,0,0,0,14,0,0,0,0,0,0
cell_6463,2,0,13,1,1,0,0,7,0,0,0,0,2,1,4,0,0,0,0,0,4,0,0,1,0,0,0
cell_6464,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6465,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_6466,1,0,0,2,6,0,2,2,0,1,17,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
cell_6467,1,0,4,7,0,0,0,27,0,0,0,1,15,3,2,0,3,0,0,0,0,0,0,0,0,0,0
cell_6468,0,0,3,0,0,0,0,4,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6469,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0
cell_6470,0,1,0,0,0,2,4,0,0,0,0,3,1,2,0,0,0,0,0,0,9,0,0,0,0,0,0
cell_6471,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0
cell_6472,3,0,3,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
cell_6473,6,0,0,1,0,1,1,1,0,0,1,2,3,1,0,0,1,0,0,0,1,0,0,2,0,0,0
cell_6474,2,0,6,0,0,0,0,3,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6475,1,0,4,0,3,0,7,2,0,0,0,2,1,10,6,0,2,0,0,0,2,0,0,0,0,0,0
cell_6476,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell_6477,11,0,0,0,3,1,2,0,0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0
cell_6478,0,0,0,5,2,0,0,1,0,0,12,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0
cell_6479,5,0,6,1,2,0,2,2,0,2,0,0,3,3,3,0,1,0,0,0,6,0,0,0,0,0,0
cell_6480,0,0,2,4,0,0,0,3,0,1,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_6481,4,0,9,1,1,0,3,1,0,1,0,1,1,2,4,0,3,0,0,0,0,0,0,0,0,0,0
cell_6482,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
cell_6483,2,0,3,0,0,1,8,1,0,2,0,0,3,8,0,0,0,0,0,0,2,1,0,0,0,0,0
cell_6484,0,1,0,5,0,0,0,12,9,5,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,0,1
cell_6485,0,0,0,1,1,0,0,0,0,0,18,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0
cell_6486,2,0,7,0,0,0,2,1,0,0,0,1,0,5,0,0,3,0,0,0,5,0,0,2,0,0,0
cell_6487,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_6488,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
cell_6489,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0
cell_6490,0,0,13,8,0,0,1,24,0,3,0,2,5,9,2,0,0,0,1,0,0,0,0,0,0,0,0
cell_6491,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,6,0,3,1,0
cell_6492,0,0,0,0,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0
cell_6493,0,0,0,2,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
cell_6494,0,1,0,0,1,0,1,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
cell_6495,3,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,5,1,0,0
cell_6496,0,0,3,1,1,0,1,5,0,0,0,2,2,1,2,0,0,0,0,0,3,0,3,0,0,0,0
cell_6497,1,0,6,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0
cell_6498,2,1,7,1,1,0,2,5,0,0,0,0,0,3,2,1,0,0,0,0,7,0,0,0,0,0,0
cell_6499,0,0,0,3,2,0,0,0,0,0,9,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
cell_6500,0,0,0,0,0,0,2,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6501,0,0,0,4,0,0,0,3,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6502,7,0,2,3,2,0,2,1,0,1,0,7,3,5,7,1,1,0,0,0,16,0,0,21,1,0,0
cell_6503,2,0,0,0,1,0,3,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_6504,2,0,0,0,3,0,1,1,0,0,15,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0
cell_6505,0,0,2,2,0,0,0,5,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6506,5,0,6,0,1,0,1,0,0,4,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0
cell_6507,1,0,8,1,1,0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6508,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_6509,5,2,0,0,5,4,6,0,0,2,0,2,11,9,0,0,4,0,0,0,0,0,0,0,0,0,0
cell_6510,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
cell_6511,5,0,6,0,0,0,0,2,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_6512,6,0,12,1,1,0,10,3,0,0,0,1,1,1,4,0,1,0,0,1,12,0,0,0,0,0,0
cell_6513,0,2,0,0,0,0,0,2,7,3,0,1,0,2,2,0,0,4,0,0,0,0,0,0,6,7,0
cell_6514,0,0,12,5,4,0,1,9,0,2,0,1,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0
cell_6515,8,0,4,1,0,0,3,0,0,0,0,0,0,2,4,0,1,0,0,0,4,0,0,2,0,0,0
cell_6516,2,0,6,0,0,0,0,3,0,1,0,1,1,4,0,0,1,0,0,0,4,0,0,0,0,0,0
cell_6517,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
cell_6518,6,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,0,0
cell_6519,2,0,7,3,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6520,0,0,5,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0
cell_6521,1,0,2,0,0,0,1,4,0,1,0,0,1,4,1,0,3,0,0,0,3,0,0,0,0,0,0
cell_6522,1,0,13,1,1,0,1,4,0,3,0,0,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0
cell_6523,0,0,4,0,0,0,1,4,0,3,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6524,0,0,2,2,0,0,2,0,0,0,13,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
cell_6525,0,0,0,0,4,0,0,2,0,12,0,1,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0
cell_6526,0,0,0,2,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6527,6,0,2,2,1,0,0,4,0,1,0,7,3,11,14,0,0,0,2,0,21,0,0,23,0,1,0
cell_6528,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6529,0,0,0,0,2,1,5,0,0,0,0,3,9,11,0,0,2,0,0,0,0,0,0,1,0,0,0
cell_6530,0,0,6,0,0,0,1,2,0,6,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0
cell_6531,0,0,0,0,0,0,3,0,0,0,0,0,2,5,0,0,0,0,1,0,2,0,0,0,0,0,0
cell_6532,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,2,0
cell_6533,0,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0
cell_6534,4,0,0,0,2,0,1,0,0,2,0,2,1,1,0,0,1,0,0,0,3,0,0,6,0,0,0
cell_6535,0,1,0,1,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6536,1,0,1,0,1,0,3,3,0,1,0,0,1,2,3,0,0,0,0,0,2,0,0,1,0,0,0
cell_6537,0,0,1,1,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6538,7,0,12,1,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,17,0,1,0,0,0,0
cell_6539,0,0,0,1,1,0,3,0,0,1,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_6540,1,0,5,0,1,0,2,2,0,2,0,0,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0
cell_6541,0,0,0,0,0,0,0,0,4,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
cell_6542,1,0,2,0,0,0,2,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0
cell_6543,3,0,11,0,1,0,0,0,0,2,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_6544,0,0,0,2,3,0,2,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
cell_6545,0,0,0,12,0,0,0,21,9,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,4,0
cell_6546,0,0,2,0,1,0,1,2,0,1,0,0,1,2,1,0,2,0,0,0,1,1,0,1,0,0,0
cell_6547,1,0,3,2,3,0,3,1,0,0,0,0,1,2,1,0,0,0,0,0,5,0,0,0,0,0,0
cell_6548,1,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
cell_6549,1,0,5,1,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
cell_6550,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0
cell_6551,0,0,0,0,3,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
cell_6552,0,0,3,5,0,0,0,11,0,1,0,0,4,3,0,0,2,0,0,0,0,0,1,0,0,0,0
cell_6553,0,0,2,1,1,0,3,0,0,0,3,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0
cell_6554,3,0,4,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0
cell_6555,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0
cell_6556,2,0,7,4,0,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
cell_6557,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,4,0
cell_6558,0,0,3,0,1,0,0,1,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6559,0,0,0,3,1,0,1,1,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6560,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6561,7,0,12,0,2,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0
cell_6562,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0
cell_6563,1,0,1,0,2,0,0,3,0,2,0,0,2,3,0,0,2,0,0,0,3,0,0,0,0,0,0
cell_6564,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_6565,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0
cell_6566,0,0,0,0,0,1,0,1,6,1,0,1,0,8,0,0,1,0,0,3,1,0,0,0,0,4,0
cell_6567,0,0,0,7,0,0,0,13,0,3,0,1,2,5,3,0,0,0,0,0,0,0,0,1,1,0,0
cell_6568,2,0,1,20,0,0,0,49,3,2,0,1,5,9,5,1,0,0,0,0,0,0,1,0,7,2,2
cell_6569,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_6570,1,0,13,0,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_6571,1,0,7,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
cell_6572,0,0,3,0,0,0,0,1,0,3,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
cell_6573,1,0,13,0,3,0,2,2,0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6574,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0
cell_6575,1,0,1,0,0,0,2,0,0,0,6,1,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0
cell_6576,1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0
cell_6577,4,0,2,1,2,0,5,0,0,0,2,1,2,2,0,0,0,0,0,0,10,0,0,0,0,0,0
cell_6578,2,0,10,1,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0
cell_6579,12,0,0,0,0,4,4,0,0,1,0,2,2,11,0,0,3,0,0,0,3,0,2,0,0,0,0
cell_6580,0,0,1,0,1,0,2,0,0,0,2,4,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0
cell_6581,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0
cell_6582,0,0,0,2,2,4,4,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0
cell_6583,0,0,9,1,0,0,0,3,0,5,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0
cell_6584,0,0,1,0,1,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0
cell_6585,3,0,2,1,1,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0
cell_6586,5,0,18,0,0,0,0,1,0,4,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0
cell_6587,0,0,0,1,0,1,2,2,0,0,0,0,2,1,1,0,0,0,0,0,8,0,0,0,0,0,0
cell_6588,4,0,4,0,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,9,0,0,0,0,0,0
cell_6589,0,0,8,2,0,0,0,4,0,1,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0
cell_6590,1,0,3,1,0,0,2,0,0,0,0,1,2,1,0,0,1,0,0,0,9,0,0,0,0,0,0
cell_6591,7,0,4,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0
cell_6592,1,0,1,2,3,0,4,9,0,0,0,1,4,9,1,0,1,0,0,0,18,0,0,0,0,0,0
cell_6593,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
cell_6594,1,0,6,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0
cell_6595,0,0,4,1,1,0,0,2,0,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6596,5,0,1,2,2,1,3,5,0,0,0,10,6,8,18,0,0,0,0,0,7,0,0,18,1,0,0
cell_6597,0,0,0,2,1,0,2,0,0,0,9,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
cell_6598,1,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
cell_6599,3,0,4,1,1,0,2,1,0,1,0,2,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0
cell_6600,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0
cell_6601,2,0,4,1,1,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6602,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_6603,3,0,8,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0
cell_6604,3,0,8,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
cell_6605,0,1,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0
cell_6606,6,2,0,1,3,1,3,0,0,0,0,4,3,8,1,0,4,1,0,0,1,0,2,0,0,0,0
cell_6607,0,0,0,1,1,1,0,0,5,0,0,5,0,5,0,0,1,0,0,2,0,0,0,0,1,1,0
cell_6608,3,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_6609,0,0,0,0,3,0,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6610,1,0,3,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0
cell_6611,2,0,2,0,2,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
cell_6612,0,1,1,15,0,0,0,26,6,1,0,2,6,5,2,0,0,0,0,0,0,0,1,0,0,0,0
cell_6613,0,0,0,5,0,0,1,6,0,0,0,2,0,3,4,2,0,0,0,0,0,0,0,0,0,0,2
cell_6614,1,0,1,1,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
cell_6615,1,1,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0
cell_6616,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,4,0
cell_6617,4,0,3,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0
cell_6618,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6619,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,2,0
cell_6620,0,0,3,7,1,1,0,10,0,2,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
cell_6621,0,0,1,0,0,0,2,1,0,2,0,1,1,5,1,0,0,0,1,0,1,0,0,0,0,0,0
cell_6622,0,0,0,0,1,0,1,0,0,0,16,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0
cell_6623,0,0,6,0,0,0,0,2,0,5,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_6624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0
cell_6625,1,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6626,0,1,0,2,2,0,0,9,3,1,0,0,0,5,4,0,3,3,0,0,0,0,0,0,4,6,4
cell_6627,1,0,2,0,0,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0
cell_6628,5,1,10,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_6629,0,0,0,1,0,0,0,2,2,2,0,0,0,0,3,0,1,3,0,0,0,1,0,0,0,11,0
cell_6630,1,0,0,0,1,0,1,1,0,0,0,1,1,6,0,0,0,0,0,0,0,2,0,0,4,0,0
cell_6631,0,0,3,0,0,0,1,1,0,0,0,0,2,5,0,0,3,0,0,0,1,0,0,0,0,0,0
cell_6632,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0
cell_6633,2,0,4,1,0,0,2,5,0,10,0,0,6,4,2,0,0,0,0,0,1,0,0,0,0,0,0
cell_6634,0,0,0,0,5,0,0,1,7,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1,4,0
cell_6635,1,0,7,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
cell_6636,0,0,0,1,3,0,3,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_6637,4,0,4,3,2,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
cell_6638,1,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
cell_6639,0,0,0,1,11,0,0,1,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_6640,1,0,0,1,1,0,2,0,2,0,0,2,0,2,1,0,2,0,0,1,0,0,1,0,0,1,0
cell_6641,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
cell_6642,0,0,5,0,0,0,0,1,0,1,0,0,4,10,4,1,3,0,0,0,0,1,0,0,0,0,0
cell_6643,8,0,5,0,2,0,9,2,0,0,0,1,1,1,0,0,0,0,0,0,16,0,0,1,0,0,0
cell_6644,1,0,5,1,0,0,1,2,0,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6645,0,0,2,0,0,0,3,1,0,1,0,0,1,3,1,2,1,0,0,0,0,1,0,0,0,0,0
cell_6646,0,1,0,1,0,0,0,1,1,1,0,0,0,1,9,0,0,5,0,0,0,0,0,0,1,1,0
cell_6647,0,0,6,1,1,0,0,2,0,5,0,0,0,3,6,1,1,0,0,0,0,5,0,0,0,0,0
cell_6648,6,0,5,0,2,0,4,0,0,2,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
cell_6649,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6650,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0
cell_6651,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6652,0,0,3,0,2,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0
cell_6653,0,0,4,0,2,0,5,0,0,4,3,1,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0
cell_6654,0,0,0,0,3,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,8,0,0,1,0,2
cell_6655,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
cell_6656,2,0,5,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0
cell_6657,0,0,2,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_6658,7,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0
cell_6659,4,0,1,2,0,0,3,3,0,0,0,9,2,9,2,1,0,0,0,0,20,0,0,9,0,0,0
cell_6660,2,0,6,1,0,0,2,0,0,5,0,0,0,6,1,3,0,0,0,0,0,5,0,0,0,0,0
cell_6661,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_6662,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
