,imagecol,imagerow
cell_11582,5172.7,2019.71
cell_11583,5172.84,1506.37
cell_11584,5172.88,2463.63
cell_11585,5173.01,799.95
cell_11586,5173.18,555.31
cell_11587,5173.91,600.55
cell_11588,5174.05,2625.79
cell_11589,5174.4,589.55
cell_11590,5174.43,1914.95
cell_11591,5174.94,2403.95
cell_11592,5175.46,998.18
cell_11593,5175.58,2497.93
cell_11594,5175.7,59.98
cell_11595,5175.76,181
cell_11596,5176.06,1792.8
cell_11597,5176.19,1886.8
cell_11598,5176.25,119.34
cell_11599,5176.39,767.53
cell_11600,5176.75,1253.81
cell_11601,5176.82,2304.15
cell_11602,5176.98,2340.72
cell_11603,5177.07,2486.7
cell_11604,5177.1,2156.45
cell_11605,5177.16,2694.8
cell_11606,5177.27,360.49
cell_11607,5177.55,44.77
cell_11608,5177.67,2382.21
cell_11609,5177.8,2614.53
cell_11610,5178.36,2392.56
cell_11611,5178.51,824.79
cell_11612,5178.7,2131.25
cell_11613,5178.95,541.78
cell_11614,5179.02,259.91
cell_11615,5179.61,722.38
cell_11616,5179.68,345.96
cell_11617,518.23,1442.94
cell_11618,5180.08,1923.32
cell_11619,5180.3,78.74
cell_11620,5180.4,2092.51
cell_11621,5180.84,2174.07
cell_11622,5180.87,293.09
cell_11623,5180.88,575.72
cell_11624,5181.04,2045.27
cell_11625,5181.35,2326.64
cell_11626,5181.44,2287.69
cell_11627,5181.58,2255.58
cell_11628,5181.67,2474.59
cell_11629,5181.89,2189.4
cell_11630,5182.15,616.68
cell_11631,5182.18,1875.81
cell_11632,5182.29,691.83
cell_11633,5182.62,473.33
cell_11634,5182.64,666.06
cell_11635,5182.69,1436.06
cell_11636,5183.3,2353.12
cell_11637,5183.53,1812.78
cell_11638,5183.54,1962.98
cell_11639,5183.79,2224.05
cell_11640,5184,2202.38
cell_11641,5184.67,2372.7
cell_11642,5184.77,2767.95
cell_11643,5184.8,1200.73
cell_11644,5185.27,378.45
cell_11645,5185.33,2016.41
cell_11646,5185.41,748.84
cell_11647,5185.53,1684.97
cell_11648,5185.61,2537.8
cell_11649,5185.61,872.41
cell_11650,5185.63,556.42
cell_11651,5185.85,127.77
cell_11652,5186.04,2683.25
cell_11653,5187.46,1904.24
cell_11654,5187.54,2630.27
cell_11655,5187.69,891.56
cell_11656,5187.73,111.61
cell_11657,5187.87,2079.08
cell_11658,5188.61,2113.4
cell_11659,5188.73,592
cell_11660,5188.8,175.53
cell_11661,5189.19,1019.53
cell_11662,5189.75,28.38
cell_11663,5190.15,606.54
cell_11664,5191.03,825.63
cell_11665,5191.07,2283.07
cell_11666,5191.26,2306.89
cell_11667,5191.89,624.42
cell_11668,5192.18,1859.33
cell_11669,5192.25,2343.34
cell_11670,5192.45,533.17
cell_11671,5192.49,153.36
cell_11672,5192.67,2268.41
cell_11673,5192.8,2404.5
cell_11674,5193.02,2327.45
cell_11675,5193.06,952.25
cell_11676,5193.15,2715.2
cell_11677,5193.21,37.81
cell_11678,5193.51,2698.65
cell_11679,5193.59,651.14
cell_11680,5193.72,2566.91
cell_11681,5193.73,1943.43
cell_11682,5194.07,1973.4
cell_11683,5194.18,1048.47
cell_11684,5194.19,59.42
cell_11685,5194.38,1628.34
cell_11686,5194.42,144.95
cell_11687,5194.72,2641.6
cell_11688,5195.34,2255.91
cell_11689,5195.69,284.91
cell_11690,5195.88,2458.02
cell_11691,5195.93,2553.06
cell_11692,5196.11,363.13
cell_11693,5196.34,2364.09
cell_11694,5196.65,181.64
cell_11695,5197,1384.73
cell_11696,5197.02,262.58
cell_11697,5197.04,564.26
cell_11698,5197.12,2385.79
cell_11699,5197.24,1925.9
cell_11700,5197.7,794.52
cell_11701,5198.08,2760.22
cell_11702,5198.13,2495.66
cell_11703,5198.27,345.26
cell_11704,5198.48,2770.12
cell_11705,5198.62,747.76
cell_11706,5199.04,2076.62
cell_11707,5199.05,553.01
cell_11708,5199.96,1900.38
cell_11709,5199.98,372.83
cell_11710,520.46,1298.26
cell_11711,520.78,1359.56
cell_11712,5200.11,587.68
cell_11713,5200.22,674.87
cell_11714,5200.27,724.77
cell_11715,5200.8,524.54
cell_11716,5200.89,127.69
cell_11717,5201.17,1788.89
cell_11718,5201.3,2226.77
cell_11719,5201.38,73.91
cell_11720,5201.41,2315.69
cell_11721,5201.58,1079.6
cell_11722,5201.65,1887.73
cell_11723,5202.16,2349.7
cell_11724,5202.57,216.99
cell_11725,5202.57,2378.34
cell_11726,5202.68,2396.66
cell_11727,5202.77,2448.27
cell_11728,5203.34,1589.03
cell_11729,5203.46,1008.13
cell_11730,5203.56,1718.44
cell_11731,5204.08,609.53
cell_11732,5204.65,2783.46
cell_11733,5204.94,2056.48
cell_11734,5205.02,661.59
cell_11735,5205.1,1248.93
cell_11736,5205.41,2194.91
cell_11737,5205.57,2294.11
cell_11738,5205.76,769.85
cell_11739,5205.77,2261.4
cell_11740,5205.84,1845.15
cell_11741,5206.12,982.64
cell_11742,5206.32,993.7
cell_11743,5206.58,2480.6
cell_11744,5207.14,1056.07
cell_11745,5207.19,629.59
cell_11746,5207.71,280.37
cell_11747,5207.74,26.93
cell_11748,5207.9,2627.27
cell_11749,5207.91,1184.08
cell_11750,5208.15,1827.88
cell_11751,5208.25,2614.85
cell_11752,5208.48,2549.2
cell_11753,5208.5,1865.75
cell_11754,5208.55,1098.36
cell_11755,5208.65,335.54
cell_11756,5208.8,293.02
cell_11757,5209.41,2247.92
cell_11758,5209.55,537.69
cell_11759,5210.2,2492.16
cell_11760,5210.75,351.21
cell_11761,5210.77,2457.38
cell_11762,5211,859.67
cell_11763,5211.06,901.68
cell_11764,5211.27,196.76
cell_11765,5211.29,2791.14
cell_11766,5211.41,48.4
cell_11767,5211.58,2166.27
cell_11768,5212.03,1018.99
cell_11769,5212.34,138.84
cell_11770,5212.57,2394.33
cell_11771,5212.61,423.04
cell_11772,5212.66,574.91
cell_11773,5212.9,36.84
cell_11774,5213.19,2282.41
cell_11775,5213.45,267.88
cell_11776,5213.73,1771.65
cell_11777,5214.54,942.96
cell_11778,5214.58,2761.48
cell_11779,5214.69,1497.61
cell_11780,5214.85,2347.07
cell_11781,5214.94,1913.09
cell_11782,5215.58,884.24
cell_11783,5215.79,110.06
cell_11784,5216.32,2375.47
cell_11785,5216.46,406.71
cell_11786,5216.84,922.67
cell_11787,5217.09,2642.26
cell_11788,5217.14,473.69
cell_11789,5217.49,2240.63
cell_11790,5217.68,2125.42
cell_11791,5218.22,548.7
cell_11792,5218.45,486.52
cell_11793,5218.52,703.13
cell_11794,5218.89,463.14
cell_11795,5219.05,2569.36
cell_11796,5219.46,182.41
cell_11797,5219.51,823.32
cell_11798,5219.57,638.18
cell_11799,5219.74,1258.43
cell_11800,522.66,1553.63
cell_11801,5220.04,840.25
cell_11802,5220.06,2474.83
cell_11803,5220.08,2359.68
cell_11804,5220.38,582.63
cell_11805,5220.56,2308.06
cell_11806,5220.92,148.87
cell_11807,5221.1,1992.06
cell_11808,5221.12,747.52
cell_11809,5221.2,2063.19
cell_11810,5221.42,2539.16
cell_11811,5221.51,371.96
cell_11812,5221.72,1389.72
cell_11813,5221.91,604.32
cell_11814,5221.97,784.6
cell_11815,5223.34,2489.24
cell_11816,5223.38,312.53
cell_11817,5223.54,2207.7
cell_11818,5224.45,2795.95
cell_11819,5224.62,2139.97
cell_11820,5224.81,726.13
cell_11821,5225.07,2464.74
cell_11822,5225.35,1558.21
cell_11823,5225.67,504.9
cell_11824,5226.97,125.53
cell_11825,5227.25,2294.82
cell_11826,5227.7,2388.09
cell_11827,5228,2708.86
cell_11828,5228.16,2563.1
cell_11829,5228.35,885.52
cell_11830,5228.38,1041.47
cell_11831,5228.44,2774.17
cell_11832,5228.46,2156.62
cell_11833,5228.63,273.44
cell_11834,5228.68,2784.21
cell_11835,5228.99,446.53
cell_11836,5228.99,547.69
cell_11837,5229.17,1857.52
cell_11838,5229.18,908.82
cell_11839,5229.47,57.48
cell_11840,5229.69,1172.65
cell_11841,5229.87,216.72
cell_11842,5229.88,2482.11
cell_11843,523.43,1603.41
cell_11844,5230.12,1883.06
cell_11845,5230.32,2073.55
cell_11846,5230.39,853.98
cell_11847,5230.47,2307.99
cell_11848,5230.68,597.97
cell_11849,5230.89,417.76
cell_11850,5230.9,584.04
cell_11851,5230.94,761.23
cell_11852,5230.96,2615.06
cell_11853,5231.31,2278.42
cell_11854,5231.34,2329.18
cell_11855,5231.45,2628.56
cell_11856,5231.86,24
cell_11857,5232.03,2678.81
cell_11858,5232.07,2357.55
cell_11859,5232.35,489.83
cell_11860,5233.04,957.88
cell_11861,5233.13,464.16
cell_11862,5233.33,1993.85
cell_11863,5233.84,174.95
cell_11864,5233.88,2548.45
cell_11865,5234.05,703
cell_11866,5234.15,561.21
cell_11867,5234.97,257.81
cell_11868,5235.11,2691.95
cell_11869,5235.47,1014.25
cell_11870,5235.91,2761.23
cell_11871,5235.97,396.37
cell_11872,5236.46,292.5
cell_11873,5236.54,1069.37
cell_11874,5236.76,925.9
cell_11875,5236.9,2265.24
cell_11876,5237.16,1214.14
cell_11877,5237.51,142.55
cell_11878,5237.57,2127.34
cell_11879,5237.85,46.11
cell_11880,5238.13,1895.28
cell_11881,5238.18,438.11
cell_11882,5238.27,1923.56
cell_11883,5238.56,116.29
cell_11884,5238.58,104.88
cell_11885,5238.58,2712.25
cell_11886,5239.02,2013.92
cell_11887,5239.55,2534.37
cell_11888,5239.6,33.21
cell_11889,5239.81,603.41
cell_11890,5239.9,1714.25
cell_11891,5239.9,2644.73
cell_11892,524.4,1263.44
cell_11893,5240.03,2387.38
cell_11894,5240.14,502.75
cell_11895,5240.2,2451.11
cell_11896,5240.42,2345.19
cell_11897,5240.77,2370.68
cell_11898,5240.8,2173.31
cell_11899,5241.28,406.83
cell_11900,5241.9,1862.8
cell_11901,5242.04,2559.96
cell_11902,5242.15,1943.14
cell_11903,5242.53,2248.85
cell_11904,5242.57,567.31
cell_11905,5242.78,200.96
cell_11906,5242.86,2801.23
cell_11907,5243.06,721.96
cell_11908,5243.49,1340.58
cell_11909,5243.61,2108.22
cell_11910,5244.29,646.38
cell_11911,5244.65,1960.9
cell_11912,5244.97,2330.97
cell_11913,5245.03,2361.21
cell_11914,5245.26,576.51
cell_11915,5245.28,1138.19
cell_11916,5245.36,2617.56
cell_11917,5245.54,608.21
cell_11918,5246.17,451.88
cell_11919,5246.43,23.28
cell_11920,5246.44,2467.51
cell_11921,5246.55,189.55
cell_11922,5246.69,179.03
cell_11923,5247.16,759.83
cell_11924,5247.29,2025.51
cell_11925,5247.66,468.15
cell_11926,5247.74,2792.24
cell_11927,5247.93,1837.2
cell_11928,5248.12,2488.49
cell_11929,5248.31,1040.64
cell_11930,5248.45,850.64
cell_11931,5248.49,899.53
cell_11932,5248.75,2678.43
cell_11933,5249.32,2770.1
cell_11934,5249.36,1101.79
cell_11935,5249.55,57.12
cell_11936,5249.57,1908.62
cell_11937,5249.68,588.98
cell_11938,525.1,2131.57
cell_11939,5250.31,707.79
cell_11940,5250.4,47.27
cell_11941,5250.94,663.46
cell_11942,5251.35,2298.69
cell_11943,5251.54,787.04
cell_11944,5251.9,1008.56
cell_11945,5252.41,2381.99
cell_11946,5252.79,2111.58
cell_11947,5253,2285.48
cell_11948,5253.06,1184.35
cell_11949,5253.47,33.58
cell_11950,5253.47,934.36
cell_11951,5253.68,2224.16
cell_11952,5253.69,1375.56
cell_11953,5253.84,2154.67
cell_11954,5253.97,734.52
cell_11955,5254.21,218.53
cell_11956,5254.22,290.47
cell_11957,5254.27,2778.65
cell_11958,5254.28,630.73
cell_11959,5254.5,2351.61
cell_11960,5254.75,1502.79
cell_11961,5254.76,531.91
cell_11962,5254.83,910.27
cell_11963,5255.07,2363.21
cell_11964,5255.13,319.01
cell_11965,5255.66,1065.98
cell_11966,5255.67,1769.15
cell_11967,5255.82,462.86
cell_11968,5255.92,2237.5
cell_11969,5256.1,820.1
cell_11970,5256.15,2265.16
cell_11971,5256.18,604.23
cell_11972,5256.63,1870.58
cell_11973,5256.75,393.87
cell_11974,5256.76,649.12
cell_11975,5256.9,2541.87
cell_11976,5257.27,447.74
cell_11977,5257.4,1753.19
cell_11978,5257.48,722.58
cell_11979,5258.12,514.23
cell_11980,5258.18,2697.64
cell_11981,5258.39,2612.04
cell_11982,5258.96,2462.35
cell_11983,5259.05,46.01
cell_11984,5259.26,675.98
cell_11985,5259.36,352.69
cell_11986,5259.46,127.67
cell_11987,5259.67,432.82
cell_11988,5259.67,504.73
cell_11989,526.44,1385.2
cell_11990,5260.34,846.02
cell_11991,5261.01,143.09
cell_11992,5261.38,1930.92
cell_11993,5261.49,178.19
cell_11994,5261.6,522.08
cell_11995,5261.93,928.95
cell_11996,5262.12,208.47
cell_11997,5262.32,473.9
cell_11998,5262.68,105.78
cell_11999,5262.78,2453.59
cell_12000,5262.83,117.09
cell_12001,5263.42,256.6
cell_12002,5263.67,2125.61
cell_12003,5264.02,1907.91
cell_12004,5264.04,2183.54
cell_12005,5264.13,71.33
cell_12006,5264.65,416.32
cell_12007,5264.88,2377.94
cell_12008,5265.1,786.91
cell_12009,5265.35,696.54
cell_12010,5265.69,2568.06
cell_12011,5265.89,2295.43
cell_12012,5266.11,2676.38
cell_12013,5266.16,2200.26
cell_12014,5266.26,2330.9
cell_12015,5266.26,2797.15
cell_12016,5266.43,752.61
cell_12017,5266.62,2714.97
cell_12018,5266.63,2533.5
cell_12019,5266.74,831.87
cell_12020,5267,2078.01
cell_12021,5267.29,539.93
cell_12022,5267.52,2166.98
cell_12023,5267.59,446.67
cell_12024,5267.87,616.66
cell_12025,5268.09,197.99
cell_12026,5268.52,390.05
cell_12027,5268.83,366.45
cell_12028,5269.54,1841.29
cell_12029,5269.94,2550.84
cell_12030,5270.41,483.91
cell_12031,5270.41,736.88
cell_12032,5270.79,2470.66
cell_12033,5270.88,1099.29
cell_12034,5271.2,2053.69
cell_12035,5271.44,509.42
cell_12036,5271.54,1827.4
cell_12037,5271.54,760.89
cell_12038,5271.74,682.74
cell_12039,5271.85,401.56
cell_12040,5272.04,431.41
cell_12041,5272.4,1280.57
cell_12042,5272.66,529.06
cell_12043,5273,845.14
cell_12044,5273.42,664.79
cell_12045,5273.43,813.54
cell_12046,5273.44,105.37
cell_12047,5273.52,2447.45
cell_12048,5273.62,1958.5
cell_12049,5273.94,2487.69
cell_12050,5273.97,2134.85
cell_12051,5274.17,2636.74
cell_12052,5274.89,648.73
cell_12053,5274.91,2314.34
cell_12054,5275.21,1891.61
cell_12055,5275.43,493.25
cell_12056,5275.57,1777.98
cell_12057,5275.8,1980
cell_12058,5275.82,287.91
cell_12059,5275.88,115.6
cell_12060,5275.94,1947.88
cell_12061,5275.95,2176.05
cell_12062,5276.03,2342.88
cell_12063,5276.4,470.08
cell_12064,5276.82,274.2
cell_12065,5276.84,2627.39
cell_12066,5276.98,962.9
cell_12067,5277.08,517.58
cell_12068,5277.1,2235.93
cell_12069,5277.12,40.41
cell_12070,5277.3,2766.84
cell_12071,5277.44,374.05
cell_12072,5277.51,790.77
cell_12073,5277.88,443.37
cell_12074,5278.33,1726.15
cell_12075,5278.35,1014.63
cell_12076,5278.41,1030.17
cell_12077,5278.68,639.36
cell_12078,5278.76,550.16
cell_12079,5279.25,258.01
cell_12080,5279.32,24.73
cell_12081,5279.76,2616.77
cell_12082,5280.04,727.47
cell_12083,5280.56,454.78
cell_12084,5280.9,2091.48
cell_12085,5280.91,221.61
cell_12086,5281.02,755.72
cell_12087,5281.28,1359.18
cell_12088,5281.32,2699.67
cell_12089,5281.5,1990.82
cell_12090,5281.91,2321.23
cell_12091,5282.11,779.9
cell_12092,5282.52,2709.37
cell_12093,5282.54,705.92
cell_12094,5282.55,414.17
cell_12095,5282.95,2361.6
cell_12096,5283.06,2148.07
cell_12097,5283.07,651.49
cell_12098,5283.1,2009.11
cell_12099,5283.28,388.02
cell_12100,5283.55,1868.51
cell_12101,5284.35,2686.31
cell_12102,5284.62,824.14
cell_12103,5284.81,69.06
cell_12104,5284.96,561.23
cell_12105,5285.19,129.2
cell_12106,5285.24,2290.59
cell_12107,5285.29,849.7
cell_12108,5285.3,502.13
cell_12109,5285.4,2025.05
cell_12110,5285.67,671.1
cell_12111,5285.94,119.01
cell_12112,5286.09,51.13
cell_12113,5286.38,524.31
cell_12114,5286.56,1065.3
cell_12115,5286.58,470.42
cell_12116,5286.59,2775.36
cell_12117,5286.99,2441.57
cell_12118,5286.99,2458.14
cell_12119,5286.99,2804.17
cell_12120,5287.11,2467.3
cell_12121,5287.11,2572.05
cell_12122,5287.17,693.84
cell_12123,5287.63,2791.69
cell_12124,5287.64,1044.13
cell_12125,5287.65,902.07
cell_12126,5287.66,189.79
cell_12127,5287.66,2162.58
cell_12128,5287.96,919.8
cell_12129,5288.11,2723.31
cell_12130,5288.18,486.37
cell_12131,5288.19,2488.51
cell_12132,5288.5,337.36
cell_12133,5288.67,679.57
cell_12134,5288.86,358.59
cell_12135,5289.12,2695.01
cell_12136,5289.23,2626.05
cell_12137,5289.43,881.05
cell_12138,5289.61,261.61
cell_12139,5289.65,2478.99
cell_12140,5289.8,940.35
cell_12141,529.7,1326.66
cell_12142,5291.68,2322.63
cell_12143,5291.69,1276.25
cell_12144,5291.77,428.58
cell_12145,5291.89,2355.03
cell_12146,5291.9,546.92
cell_12147,5292.07,1915.46
cell_12148,5292.26,180.53
cell_12149,5292.9,214.76
cell_12150,5293.11,2208.43
cell_12151,5293.26,1938.66
cell_12152,5293.61,2245
cell_12153,5293.61,711.4
cell_12154,5293.62,758.25
cell_12155,5294.05,775.41
cell_12156,5294.16,1117.64
cell_12157,5294.85,141.3
cell_12158,5294.97,2533.84
cell_12159,5295.8,1804.54
cell_12160,5295.86,979.14
cell_12161,5295.93,2198.14
cell_12162,5295.97,203.07
cell_12163,5296.46,468.28
cell_12164,5296.47,273.83
cell_12165,5296.64,2024.69
cell_12166,5297.08,686.93
cell_12167,5297.27,2614.69
cell_12168,5297.3,1003.14
cell_12169,5297.37,489.42
cell_12170,5298.02,1967.83
cell_12171,5298.17,454.29
cell_12172,5299.14,411.93
cell_12173,5299.41,2691.18
cell_12174,5299.44,2722.27
cell_12175,5299.45,2468.14
cell_12176,5299.6,2343.85
cell_12177,530.9,1227.14
cell_12178,5300.59,31.94
cell_12179,5300.63,478.03
cell_12180,5300.83,508.42
cell_12181,5300.97,252.74
cell_12182,5301.09,731.02
cell_12183,5301.14,794.73
cell_12184,5301.24,531.04
cell_12185,5301.3,1850.25
cell_12186,5301.44,2807.23
cell_12187,5301.48,397.54
cell_12188,5301.49,104.69
cell_12189,5301.56,808.47
cell_12190,5301.71,951.57
cell_12191,5302.25,2294.03
cell_12192,5302.49,2140.72
cell_12193,5302.66,2309.01
cell_12194,5302.8,557.64
cell_12195,5302.81,2112.51
cell_12196,5302.9,912.34
cell_12197,5302.93,133.57
cell_12198,5302.94,2064.29
cell_12199,5303.53,740.93
cell_12200,5303.63,496.57
cell_12201,5303.65,2646.01
cell_12202,5303.72,432.64
cell_12203,5303.77,849.28
cell_12204,5304.18,704.02
cell_12205,5304.23,314.55
cell_12206,5304.32,20.15
cell_12207,5304.47,2173.53
cell_12208,5304.94,2007.95
cell_12209,5305.33,69.31
cell_12210,5306.28,1833.54
cell_12211,5306.35,2444.25
cell_12212,5306.39,1162.61
cell_12213,5306.42,2076.22
cell_12214,5306.93,1358.06
cell_12215,5306.95,451.69
cell_12216,5307.69,383.33
cell_12217,5308.13,1027.48
cell_12218,5308.36,1939.75
cell_12219,5308.43,469.36
cell_12220,5308.5,835.56
cell_12221,5308.59,2787.15
cell_12222,5309.04,41.01
cell_12223,5310.66,757.76
cell_12224,5310.9,1065.17
cell_12225,5311.46,2700.96
cell_12226,5311.59,2162.64
cell_12227,5311.8,183.33
cell_12228,5311.93,268.69
cell_12229,5312.77,2613.01
cell_12230,5313.04,737.73
cell_12231,5313.26,1911.8
cell_12232,5313.32,2290.55
cell_12233,5313.34,823.79
cell_12234,5313.55,193.09
cell_12235,5313.77,711.94
cell_12236,5314.02,728.97
cell_12237,5314.18,493.61
cell_12238,5314.34,777.28
cell_12239,5315,534.94
cell_12240,5315.29,2202.8
cell_12241,5315.56,2273.02
cell_12242,5315.64,510.36
cell_12243,5315.84,2059.8
cell_12244,5315.85,443.78
cell_12245,5316,2456.38
cell_12246,5316.03,430.31
cell_12247,5316.4,1113.78
cell_12248,5316.48,2253.6
cell_12249,5316.63,2241.89
cell_12250,5316.63,2723.09
cell_12251,5316.65,47.95
cell_12252,5316.83,2222.72
cell_12253,5317.03,478.12
cell_12254,5317.21,391.65
cell_12255,5317.24,563.51
cell_12256,5317.51,1982.02
cell_12257,5317.66,791.27
cell_12258,5317.81,2183.29
cell_12259,5317.93,2802.94
cell_12260,5318.03,2303.13
cell_12261,5318.11,2712.56
cell_12262,5318.11,546.98
cell_12263,5318.18,210.03
cell_12264,5318.53,2137.93
cell_12265,5318.75,2791.37
cell_12266,5319.01,2635.33
cell_12267,5320.04,2325.17
cell_12268,5320.1,141.74
cell_12269,5320.14,843.04
cell_12270,5320.34,410.26
cell_12271,5320.44,808.36
cell_12272,5320.53,2617.39
cell_12273,5320.55,572.28
cell_12274,5320.7,2549.79
cell_12275,5320.91,358.69
cell_12276,5321.37,1960.27
cell_12277,5321.74,114.73
cell_12278,5322,859.6
cell_12279,5322.19,2155.91
cell_12280,5322.22,752.2
cell_12281,5322.77,1866.12
cell_12282,5323.01,497.88
cell_12283,5323.22,200.37
cell_12284,5323.25,2098.83
cell_12285,5323.37,2534.04
cell_12286,5323.42,607.5
cell_12287,5323.64,952.36
cell_12288,5323.67,32.12
cell_12289,5323.84,525.08
cell_12290,5323.86,177.46
cell_12291,5323.98,367.63
cell_12292,5324.29,2122.17
cell_12293,5325.01,1021.84
cell_12294,5325.01,772.93
cell_12295,5325.3,643.32
cell_12296,5325.47,1406.27
cell_12297,5325.79,912.59
cell_12298,5325.95,382.06
cell_12299,5325.98,1231.82
cell_12300,5326.44,799.82
cell_12301,5326.52,2780.31
cell_12302,5326.7,2689.15
cell_12303,5327.04,443.76
cell_12304,5327.39,542.31
cell_12305,5327.5,215.17
cell_12306,5327.57,2807.05
cell_12307,5327.58,268.92
cell_12308,5327.95,2019.78
cell_12309,5327.97,2322.17
cell_12310,5328.01,456.25
cell_12311,5328.52,2471.85
cell_12312,5328.57,2458.55
cell_12313,5328.69,467.29
cell_12314,5328.76,1982.76
cell_12315,5329.07,629.77
cell_12316,5329.43,102.65
cell_12317,5329.56,2306.66
cell_12318,5329.64,2231.25
cell_12319,5329.68,306.59
cell_12320,5330.35,868.25
cell_12321,5330.44,744.84
cell_12322,5330.75,22.62
cell_12323,5331.4,281.66
cell_12324,5331.49,432.71
cell_12325,5331.7,1888.11
cell_12326,5331.71,2646.14
cell_12327,5331.95,499.7
cell_12328,5331.97,388.94
cell_12329,5332.17,64.33
cell_12330,5332.29,2705.76
cell_12331,5332.47,616.58
cell_12332,5332.53,2199.57
cell_12333,5332.59,1324.95
cell_12334,5332.65,729.41
cell_12335,5332.86,2183.91
cell_12336,5332.9,1072.7
cell_12337,5332.99,2678.23
cell_12338,5333.06,1737.06
cell_12339,5333.26,2297.8
cell_12340,5333.35,514.28
cell_12341,5333.57,476.37
cell_12342,5334.33,776.83
cell_12343,5334.68,2722.76
cell_12344,5334.75,892.92
cell_12345,5334.88,602.85
cell_12346,5334.96,1934.01
cell_12347,5335.22,114.32
cell_12348,5335.37,125.12
cell_12349,5335.38,2615.02
cell_12350,5335.39,534.42
cell_12351,5335.5,955.5
cell_12352,5335.65,2135.95
cell_12353,5335.93,2488.48
cell_12354,5335.98,42.88
cell_12355,5336.11,1456.02
cell_12356,5336.28,548.59
cell_12357,5336.64,2245.09
cell_12358,5337.04,925.51
cell_12359,5337.16,52.95
cell_12360,5337.48,2790.33
cell_12361,5337.56,767.14
cell_12362,5338.21,2800.64
cell_12363,5338.41,259.26
cell_12364,5338.45,269.45
cell_12365,5338.83,657.39
cell_12366,5339.17,2062.72
cell_12367,5339.24,788.89
cell_12368,5339.58,2320.44
cell_12369,5339.8,559.1
cell_12370,5339.95,248.32
cell_12371,534.71,1584.76
cell_12372,5340.15,1004.3
cell_12373,5340.3,1361.54
cell_12374,5340.62,634.5
cell_12375,5341.31,1806.22
cell_12376,5341.67,2626.14
cell_12377,5341.73,2216.67
cell_12378,5342.22,411.56
cell_12379,5342.27,176.27
cell_12380,5342.53,485.05
cell_12381,5342.83,753.53
cell_12382,5343.13,98.13
cell_12383,5343.16,2293.75
cell_12384,5343.19,447.19
cell_12385,5343.32,312.07
cell_12386,5343.38,2691.68
cell_12387,5343.69,2118.65
cell_12388,5343.84,822.71
cell_12389,5344.82,510.57
cell_12390,5344.9,139.14
cell_12391,5345.02,346.8
cell_12392,5345.75,598.28
cell_12393,5345.86,2105.87
cell_12394,5345.92,59.8
cell_12395,5345.93,806.42
